Income,CreditScore,LoanAmount,Approved
137542,709,26939,0
66895,743,34426,0
113387,677,22462,1
42629,659,9791,0
79684,657,37997,1
35117,758,20649,0
67339,551,36272,0
72176,765,36537,1
52873,797,9453,1
55901,729,34066,1
58881,682,28962,1
77091,599,11513,0
71317,651,36619,1
138730,661,18461,1
77375,620,17982,1
62494,665,36238,0
66001,548,14530,0
72319,657,39842,0
71807,620,41110,0
70691,650,18482,0
42320,693,23857,0
55823,591,11502,0
44470,699,21409,0
55556,696,18898,0
121850,705,45233,0
45135,717,18330,0
82226,608,25129,0
97609,592,50215,0
33139,717,4458,1
47737,604,10048,0
61577,705,8118,0
76566,654,38255,0
119341,644,20999,1
85903,705,7766,1
97809,507,34738,0
38450,693,5597,1
85103,727,17928,1
37323,630,11924,0
67065,741,27663,0
39545,771,9364,0
40502,680,19786,0
108839,794,56257,1
85220,677,47747,1
103636,538,25834,0
62688,515,8660,0
43210,750,11531,1
128420,587,18478,0
81218,616,29124,0
33806,599,11995,0
76119,850,27256,1
45914,688,9282,0
120660,649,24913,0
70087,818,38257,0
111351,606,39090,0
81195,770,44041,0
55986,624,8989,0
67239,584,7716,1
51097,663,14057,0
40533,775,13486,1
34378,741,13191,1
46945,692,13795,0
132996,632,62629,0
103679,711,56692,1
52883,644,9148,0
38254,489,8936,0
59524,586,13050,0
111177,636,55827,0
58133,692,12298,0
50563,721,25638,0
53379,655,21871,0
41274,681,4584,1
123454,523,49518,0
61881,752,15409,1
47159,625,16673,0
105900,723,22892,1
54126,424,4139,0
41555,686,4349,1
122375,586,56416,0
53608,650,5918,0
74769,586,23842,0
36261,591,9029,0
46366,633,15836,0
109877,736,52245,0
163987,659,78952,0
80935,711,45930,0
39811,620,19874,0
83230,768,20920,0
35360,794,16260,0
59046,562,16879,1
40560,712,6259,0
81627,603,28711,0
62657,665,25479,0
59756,643,9172,1
63525,625,9727,0
66190,635,22585,0
53495,644,5352,0
61580,665,33784,0
89275,683,39811,0
48974,695,21014,0
51185,710,30324,0
26469,711,5143,0
55572,701,10984,0
41284,604,9375,0
102387,680,61138,0
120684,568,58155,0
36485,494,7184,0
49241,515,7649,0
79844,658,23338,1
33925,636,5086,0
48807,632,24068,1
60655,681,19232,0
64034,658,6228,0
86747,715,47582,0
29896,602,12110,0
47394,793,18672,0
89605,702,48165,0
81140,599,14830,0
66665,542,35140,0
45211,683,14291,0
77450,601,21418,0
34544,759,15596,0
203496,644,24288,1
84918,653,42544,0
66844,641,14191,0
67779,724,32924,0
59488,781,10880,0
68488,669,31218,0
83141,714,18422,0
70317,564,38878,0
35798,793,6183,1
81361,698,30972,1
41340,584,19172,0
107768,704,12910,0
41061,543,17420,0
53072,644,12053,0
36888,704,16455,0
33850,608,4547,0
47366,612,8574,0
66211,731,15815,1
104944,647,57959,1
79686,683,31808,0
74878,626,10305,0
66526,573,8175,0
97965,574,32616,0
99142,746,60718,0
44790,553,12604,0
42339,626,11257,0
36872,661,8467,0
74463,561,38250,0
56904,611,12273,0
71396,565,12928,0
91155,727,16771,0
57485,767,25340,1
38329,648,9461,0
56359,623,7737,1
100936,711,37196,0
53737,805,29957,0
84644,746,50535,0
48287,541,25511,0
116834,675,53963,0
97550,680,47578,1
61933,776,29752,1
31373,712,10808,0
112710,571,46686,0
59016,528,27724,0
90315,578,38359,0
92365,662,29335,0
87687,544,15121,0
57490,752,30565,0
27575,620,12980,0
120839,585,54502,0
71609,764,24995,1
64008,665,9263,0
38687,673,17380,0
60942,666,6294,1
76703,580,40030,0
46443,523,14676,0
23038,621,8455,0
42627,629,8759,0
65460,552,26391,0
64701,541,25252,0
36866,615,7901,0
64888,737,5946,0
112710,642,31747,1
35824,637,17208,0
76002,623,11819,0
52152,694,24278,0
78505,666,40565,0
47257,810,26161,1
69941,615,6000,0
116431,663,12722,1
80430,571,29775,0
94411,783,20559,0
100355,622,46798,0
69923,666,24273,0
47116,590,11890,0
86795,582,26418,0
45946,719,21413,1
37513,652,13609,0
86509,702,49462,0
73960,589,11131,0
40178,680,18631,0
56405,850,20651,0
65881,677,23657,0
58228,622,24107,0
25860,745,4568,0
48098,560,13666,0
67437,766,13262,1
38301,658,19155,0
72421,597,40234,1
44150,544,20414,0
41471,588,6495,0
76139,590,17274,0
37734,739,9760,0
31902,627,4435,0
54954,565,29562,0
100621,601,12956,0
141255,798,41158,1
79911,687,18116,0
99469,601,10713,1
49739,718,23514,1
72571,508,6914,0
52526,644,13586,0
59410,721,17314,0
72517,715,11631,1
43107,640,18839,0
53287,610,25254,0
20477,600,9345,0
54684,523,24147,0
37089,759,10593,1
100382,574,24190,1
55324,561,26234,0
93193,622,42405,0
46676,647,26075,0
69267,596,11163,0
64516,601,15267,1
62188,690,5610,1
72646,666,34818,0
50451,542,27273,0
72780,581,32848,0
56031,634,32591,1
46107,531,3854,0
148351,678,56067,0
40180,609,22578,0
247488,653,104647,0
34642,530,4545,1
25479,850,2516,0
69706,564,10322,0
36607,780,16750,1
42738,730,8087,0
78839,552,11698,0
70485,702,13000,1
43320,594,21342,0
31126,669,8470,0
28263,666,7485,0
104408,659,51249,0
82121,444,17968,0
53892,652,16974,1
82349,597,14344,0
59925,581,33842,0
40736,676,13469,0
132514,648,28531,1
52565,523,28082,0
59741,631,22075,1
91114,632,43644,0
74599,761,44547,0
37931,705,15517,0
59932,710,35125,0
68602,478,35018,0
92033,717,47576,0
31252,675,5036,1
78777,647,37162,0
60874,735,7548,0
51973,722,23975,0
20322,594,2524,1
74785,736,11449,0
51448,640,22009,0
83555,764,50830,0
97183,766,17383,1
54391,672,18714,0
72452,662,28104,0
68752,627,21565,0
36518,697,11761,1
77000,564,33128,0
47474,592,11279,1
91532,670,31033,0
51917,597,5717,0
65275,606,30427,0
86621,683,16739,1
102656,642,45392,0
105729,677,14432,1
41889,681,4703,0
43196,684,12120,1
54735,726,20682,0
68212,704,31994,0
85878,632,16812,0
40783,545,16153,0
124444,652,11486,0
72048,723,24873,0
44227,623,24941,0
61279,522,12539,0
196299,582,46620,1
60753,524,7118,1
156739,553,35313,0
49750,557,7394,0
32165,583,10414,0
56979,602,7997,0
65088,700,25507,0
40558,711,21176,0
61296,720,12157,1
81979,661,26960,0
26705,764,6597,1
40481,594,11073,0
64637,662,27904,1
55945,712,24986,1
80270,635,30932,0
81883,702,46528,0
47551,558,24312,0
39911,610,18655,0
29387,548,11288,0
105483,659,18785,0
135718,685,56860,0
39050,638,7688,1
117992,623,36402,1
39063,635,13445,1
68391,455,17402,0
95035,537,27645,0
147695,571,45941,0
82207,532,8754,0
43465,730,26582,0
97996,545,32651,0
58672,573,31837,0
59080,566,32926,0
29907,721,8212,0
139848,641,19186,0
72370,726,9872,0
103178,604,53499,1
101865,638,19244,0
64964,615,21296,0
77108,546,31417,0
27892,737,10309,0
45003,730,7927,1
46939,680,12119,1
89783,569,40020,0
63749,593,28034,0
28320,646,14968,0
103413,584,33252,0
85021,763,25860,0
50693,677,25839,0
69166,712,34209,0
62563,691,26872,0
81086,597,29678,0
210016,796,23279,0
123550,626,49508,0
114390,570,37271,1
45941,568,6750,0
48197,675,4474,0
42314,576,22749,0
137357,553,65901,0
97556,691,20400,1
71645,625,17089,0
96432,596,15415,0
171108,553,14435,0
60466,676,25957,0
59480,630,23200,0
35431,683,15971,0
62643,737,33248,1
94872,510,24376,0
51394,642,9064,0
103497,596,38049,0
60515,700,10621,1
46447,620,5420,0
85131,636,36053,0
184759,629,73698,1
33330,707,6044,0
52194,689,19089,0
50346,544,12872,0
87427,697,9401,1
46573,617,16857,0
72349,643,15954,0
119434,663,31409,0
136623,775,85748,0
46336,597,24313,0
59435,635,30653,0
33993,680,16969,0
92136,709,30076,0
74968,718,21529,0
56959,606,5219,0
51990,613,20835,0
107087,788,46229,0
40951,696,20496,0
118993,606,30892,0
44135,723,5729,0
61145,722,14875,0
80214,699,18907,1
78665,636,45099,0
108777,648,31702,0
86997,637,43308,0
52093,669,19421,1
112966,683,35766,1
118617,708,64430,0
60768,549,19712,0
98588,749,22081,1
82095,570,8752,0
52668,703,5181,0
93506,560,11347,0
90021,602,45790,0
60883,651,11869,0
82917,626,19544,0
74328,549,32320,0
41611,644,17654,0
44336,575,21624,0
61770,690,9381,1
49901,573,20298,0
20000,669,6268,0
100625,642,47645,0
50817,737,11037,1
65184,526,18766,0
21822,574,2077,0
46794,575,4401,0
59156,691,14614,0
50407,615,9405,0
28448,727,14383,0
160486,601,53144,1
52187,701,11233,0
127254,600,69979,0
89859,676,26767,0
215467,644,122124,0
79125,639,35901,0
84799,599,10319,0
77411,710,36611,0
65478,487,17058,0
90911,706,28191,1
88905,539,18879,0
72376,642,29821,0
29626,647,8097,1
69550,637,28258,1
114299,648,20186,0
63049,644,32485,0
147123,594,77797,1
120782,595,32183,0
21158,673,2817,0
86116,748,19818,1
54568,689,12730,1
25744,745,13071,0
46751,795,21814,0
58529,732,32098,0
53669,815,7325,1
36090,618,9712,0
117289,593,29680,0
57332,775,8978,1
22100,659,8374,0
32893,626,16507,0
37224,652,13308,0
43617,603,15022,0
139762,840,18445,1
57671,641,25271,0
29714,593,14640,0
79579,711,9709,1
63293,677,28984,1
48652,667,20102,0
56282,710,5304,1
143624,673,77673,0
73742,657,21541,0
52745,585,12161,0
32308,648,12385,0
72906,602,8045,0
27923,646,8280,1
82919,615,33198,0
90396,725,14482,0
59652,732,31363,0
94308,620,44478,0
70800,615,11054,0
79513,686,37504,1
69131,538,31558,0
63405,572,26637,0
49521,624,16312,0
110543,689,29644,1
27602,634,2962,0
73394,577,11245,0
65821,558,17266,0
91972,588,21022,0
53590,685,23796,0
42067,800,18588,0
71646,672,20579,0
50523,569,12722,0
39860,718,14657,0
44978,583,23551,0
60379,745,35299,0
44320,726,17733,0
45991,610,20914,0
37539,632,12944,0
138728,503,46628,0
70243,544,14265,0
44992,583,15923,0
59426,741,28387,1
92308,683,46409,0
66104,686,32013,0
42820,565,6549,0
47967,592,24353,0
44256,556,8758,0
58839,599,13470,0
34216,727,14600,0
74947,607,23929,0
50574,735,19956,0
39214,704,10051,0
90494,818,40074,0
87909,569,18845,0
117451,631,61918,0
59912,741,9170,0
64530,735,13473,0
55194,664,17005,0
75799,521,27142,0
51536,708,15218,1
50411,780,22162,1
53555,632,24451,0
75592,742,22177,0
72478,647,8008,1
80118,759,8765,1
67961,742,22001,1
105122,530,28082,0
40747,645,3810,1
41875,728,17346,0
98907,623,10711,1
95833,566,34138,0
108153,680,34113,0
133060,587,34527,1
204120,585,71962,0
83080,562,41486,0
46671,718,15861,0
49621,624,15174,0
106783,619,35677,0
58586,635,21746,0
30657,614,5691,1
151817,623,26215,0
98512,582,30795,0
59906,563,14020,0
63555,616,25710,0
75838,748,46698,0
62171,610,22458,0
181407,716,41424,1
118222,759,29742,1
37498,612,11768,0
74933,752,25344,0
110847,617,23728,0
133798,620,22737,0
61892,569,16977,0
46019,640,6122,0
103293,564,18988,0
151315,642,71787,0
63275,661,32209,0
65230,614,34379,0
151941,675,22372,1
46909,638,18981,0
48746,519,9562,0
81320,761,28814,0
90229,635,20788,0
95550,741,19648,0
42687,647,4453,0
45152,639,6221,0
121948,632,58442,0
29555,636,10333,0
37537,605,7489,0
111839,544,27644,0
47561,688,12904,0
56524,612,19737,0
43265,661,21320,0
107603,693,43051,0
48677,672,11933,0
45742,708,21052,0
48794,620,25484,0
23675,760,10610,0
77324,631,20600,0
118869,730,42931,0
77156,765,37385,0
85122,523,22245,0
85556,645,18668,0
55215,528,19517,0
78231,768,13377,1
74177,775,24976,1
76288,632,20644,0
38107,618,5270,1
101915,817,57616,0
55692,693,32728,0
45998,627,22778,0
30447,477,8252,0
46346,713,6072,1
50057,647,6743,1
47093,676,13486,1
68457,601,36130,0
82721,688,11882,0
91457,646,30057,0
75989,578,21501,0
64947,511,16974,1
47687,609,23086,0
116514,647,27486,0
110823,729,23450,0
24176,678,14070,0
112146,557,21352,1
96218,634,11502,0
68353,615,19145,0
72902,710,10965,1
39938,654,16305,0
116537,696,35833,0
101009,651,34664,0
26150,613,8687,0
94307,690,12310,1
45989,635,11070,0
57592,678,25401,0
84357,698,11241,1
66843,620,29021,0
60586,502,24227,0
51190,657,27932,0
54602,748,5098,1
54221,588,10587,0
69215,655,15018,0
52457,724,17331,0
61648,609,15006,0
99286,685,41146,0
135297,596,26270,1
72320,659,36618,0
38450,440,19767,0
88551,650,20141,0
39177,706,19841,0
35403,592,17500,0
27682,742,7802,0
60267,522,7798,0
49563,619,14436,0
67869,770,11799,1
70697,556,28625,0
76113,803,17917,1
67228,525,17234,0
170897,722,100990,0
59337,702,22145,1
94168,707,29986,0
74739,652,27737,0
45653,599,14255,0
142581,545,17231,0
33863,688,10294,1
95174,757,17255,1
33730,627,15877,0
31671,702,9042,0
51082,625,27589,0
56582,600,15557,0
70684,728,25208,1
77414,683,17315,0
95198,505,30792,0
56638,753,28328,0
54948,625,8553,0
115202,677,60775,0
72404,569,21436,0
75070,618,12587,1
34571,469,16682,0
240227,813,125643,1
68909,564,22904,0
127552,689,16219,0
112130,778,58845,1
103562,613,24034,0
27643,585,9542,0
63533,669,22587,0
76878,660,7463,0
109078,770,38840,1
46009,653,7150,0
47923,696,22586,0
53876,603,22465,0
24141,665,2770,0
86979,769,33478,0
135317,488,52973,0
70115,657,21173,0
99267,693,15644,1
38154,644,9823,0
77278,669,10917,1
112842,663,37472,1
74734,629,37902,0
84892,640,17380,0
125635,709,53606,1
63245,651,10584,0
76416,633,22867,0
75128,685,17501,1
22033,843,13432,0
70131,644,10587,0
66919,634,27516,0
81800,606,43950,0
99888,693,18669,1
75691,611,17689,0
66145,722,22490,0
50580,638,12093,0
145089,703,55952,0
89195,561,12590,0
92237,641,10918,0
63380,646,9489,0
51194,789,8273,1
54919,623,6083,0
81798,748,47242,0
45437,472,22834,0
54801,519,10928,0
47700,750,24411,0
80712,722,16675,0
26919,723,4726,0
123160,755,32536,1
52529,625,24988,0
39496,660,6791,0
57502,639,16501,1
79230,559,33005,0
46657,612,13262,0
76284,567,37015,0
43077,676,4912,0
46598,579,7062,0
35767,701,20819,0
42792,604,8424,0
71366,606,35879,0
173839,679,30734,1
81393,539,14120,0
85934,653,28282,0
75196,665,44216,0
44691,627,9417,0
67447,732,35273,1
47901,637,5234,1
55324,676,19955,0
59482,614,28857,0
44871,626,21654,1
63594,526,29482,0
41340,575,17913,0
185046,616,26647,0
60728,731,36229,0
43839,654,13311,0
183601,794,83128,0
80897,754,7404,1
44019,762,17339,0
133136,579,67350,0
103678,689,31697,0
66029,620,8137,1
135498,630,68841,0
75513,562,9684,0
158197,643,44169,1
66978,533,28411,0
94927,644,28169,0
79459,776,30420,1
62786,645,5752,0
79103,757,30716,0
105322,651,17244,1
44232,740,21081,0
29804,660,3324,0
44568,656,26133,0
76833,551,16564,0
34628,644,12778,0
53604,736,16704,0
99858,615,29344,0
46984,652,26001,0
57959,722,9291,1
121216,745,59952,1
131469,595,54325,1
64450,656,9081,0
87204,632,14089,0
28604,734,4674,1
94136,676,24690,0
108030,654,41294,0
56485,565,12982,1
49313,639,23806,0
71030,667,9032,1
44372,657,24869,0
50993,636,18825,0
58272,729,20982,0
50026,592,7683,1
116430,605,12907,1
52064,699,14654,0
50836,613,28168,0
38827,629,8363,0
89940,641,46560,0
60084,614,10373,0
63643,640,30032,0
80333,614,10033,1
57397,683,21299,0
96594,674,47886,0
68814,685,25302,0
81729,569,18453,1
94563,670,47393,0
114001,651,10157,1
79783,748,42608,0
119755,635,32827,0
129137,505,53349,0
77881,602,14903,1
65890,841,38023,0
75504,715,10127,0
31364,628,9600,0
37217,774,19391,0
114780,651,26991,0
62425,685,31470,0
100431,655,32707,0
43601,750,22373,0
51613,635,26515,0
40457,502,12941,1
102317,568,13582,1
53210,518,5960,0
93564,509,17462,1
73141,468,13541,0
67921,663,17341,0
40966,591,9145,1
25784,695,7611,0
103803,585,34671,0
52928,575,4649,0
59893,819,20805,1
92451,638,51829,0
42999,592,7693,0
66588,621,34816,0
82308,766,19881,1
101431,445,20840,0
93130,582,17919,0
77774,605,28046,0
82331,700,49402,0
139620,630,62401,0
86707,616,15006,0
58865,556,25499,0
90835,702,34848,0
34172,648,7628,0
25784,585,8702,0
130901,624,53873,0
62465,581,34106,0
49927,430,20471,0
20000,585,7072,0
62884,680,33917,0
94060,517,23641,0
53597,536,19217,0
62152,591,24678,0
71873,848,33675,1
68492,745,11714,1
112115,622,12506,1
111094,672,14209,0
136245,658,63501,1
56258,740,10838,1
28176,693,11563,0
94996,622,48226,0
51897,609,5653,0
63645,677,14147,1
26571,638,14820,0
84801,512,20923,0
55462,734,8709,1
51081,639,11709,0
52788,575,20294,0
60437,738,7577,0
61750,597,12485,0
69303,601,11871,0
104773,627,55007,0
56612,709,22827,0
20000,694,7635,0
47317,691,22771,0
79124,745,47689,0
90780,623,30513,0
86104,560,8899,0
76951,612,9685,0
95510,730,41872,0
78134,565,29176,0
57480,660,9392,0
48363,654,14241,0
117928,695,11763,1
53577,642,21311,0
80426,648,26728,0
86408,750,47208,0
49500,470,18139,0
81995,674,35456,0
125429,664,24781,0
42670,731,13558,1
51391,628,23028,0
21472,582,11703,0
69870,631,14732,0
38576,789,7190,1
167181,616,57145,1
41297,605,18902,0
56345,443,16002,1
116495,611,36730,0
32995,637,9906,0
75374,717,19656,1
46821,751,10662,1
60848,646,18013,0
44834,639,4682,0
66473,742,30149,0
74353,587,22630,0
82679,668,32708,0
79998,645,23816,0
59250,537,13260,0
94171,607,20759,0
113799,596,35240,1
68379,673,31612,0
38357,763,20642,1
39963,791,10656,1
100644,495,26997,0
82626,513,38528,0
46912,637,22611,0
32201,612,11401,0
88950,666,41215,0
96032,818,62042,1
25047,673,12056,0
93131,718,41817,0
59019,606,6103,1
59382,635,5605,1
107219,653,50333,0
102711,642,49967,0
42279,616,16009,0
33920,767,13419,0
58451,682,25550,0
31242,646,14596,0
124832,650,53689,1
53746,778,33503,0
21627,685,8518,0
47683,762,23550,1
65908,547,12402,0
102097,639,54858,0
132157,537,40368,0
88227,595,11848,0
52235,775,28831,0
111747,689,60650,0
91834,579,49389,0
66258,730,9627,0
50929,583,10181,0
77465,616,44025,0
52349,493,19858,0
55106,688,32195,0
93789,648,38279,0
52353,610,24192,0
20000,644,7535,0
36494,593,8882,0
94683,779,44928,0
58188,696,14600,0
33869,597,16003,0
63347,747,33574,0
84942,700,51429,0
35133,636,4640,0
74093,591,6230,0
38516,560,5861,0
82695,812,26461,1
37485,664,17117,0
58634,587,23938,0
29780,667,4945,0
43909,588,20523,0
54576,655,23874,0
35415,621,10324,0
83017,655,40696,0
36234,650,4813,0
60934,761,31301,0
51115,515,8039,0
90232,742,25662,1
52985,650,11404,0
93554,657,23833,1
51049,570,16120,0
91202,688,45317,0
40420,748,16622,0
68289,641,34076,0
49137,668,28296,0
68978,612,29094,0
70363,642,9688,0
76759,664,8820,0
46941,729,16001,1
45170,667,5615,0
116726,691,48552,0
81036,559,42133,0
71489,681,23881,1
29849,607,15467,0
80328,635,9005,1
71156,731,26759,0
49064,574,21673,1
56314,531,5891,0
58131,584,25651,0
41222,649,12196,0
34036,678,5684,0
40918,598,12461,0
44402,698,14085,0
80291,618,19391,0
61250,584,18515,0
67775,592,22855,0
41220,628,18995,0
40919,535,15680,0
36105,631,3254,1
58253,558,17831,0
